Region,ZoneSubzone,SiteSeries,SS_NoSpace,NonProd,Standard,PreferredAcceptable,Suitability,Spp,Species,FN1,FN2,FN3,FN4,FN5,FN6,Flag
Vancouver,CWHvm1,4,CWHvm1/04,,84128,P,1,Cw,Cw,,,,,,,0
Vancouver,CWHvm1,4,CWHvm1/04,,84128,P,1,Hw,Hw,,,,,,,0
Vancouver,CWHvm1,4,CWHvm1/04,,84128,P,2,Fd,Fd,9,16,,,,,0
Vancouver,CWHvm1,4,CWHvm1/04,,84128,X,3,Ba,Ba,47,,,,,,0
Vancouver,CWHvm1,4,CWHvm1/04,,84128,X,3,Ss,Ss,15,35,,,,,0
Vancouver,CWHvm1,5,CWHvm1/05,,84129,X,0,Act,Act,901,,,,,,0
Vancouver,CWHvm1,5,CWHvm1/05,,84129,X,0,Dr,Dr,901,,,,,,0
Vancouver,CWHvm1,5,CWHvm1/05,,84129,X,0,Mb,Mb,16,900,,,,,0
Vancouver,CWHvm1,5,CWHvm1/05,,84129,P,1,Ba,Ba,,,,,,,0
Vancouver,CWHvm1,5,CWHvm1/05,,84129,P,1,Cw,Cw,,,,,,,0
Vancouver,CWHvm1,5,CWHvm1/05,,84129,P,2,Fd,Fd,9,16,,,,,0
Vancouver,CWHvm1,5,CWHvm1/05,,84129,P,2,Hw,Hw,,,,,,,0
Vancouver,CWHvm1,5,CWHvm1/05,,84129,A,2,Ss,Ss,35,,,,,,0
Vancouver,CWHvm1,6,CWHvm1/06,,84130,X,0,Act,Act,901,,,,,,0
Vancouver,CWHvm1,6,CWHvm1/06,,84130,X,0,Dr,Dr,7,25,41,900,,,0
Vancouver,CWHvm1,6,CWHvm1/06,,84130,X,0,Mb,Mb,901,,,,,,0
Vancouver,CWHvm1,6,CWHvm1/06,,84130,P,1,Ba,Ba,26,47,,,,,0
Vancouver,CWHvm1,6,CWHvm1/06,,84130,P,1,Cw,Cw,,,,,,,0
Vancouver,CWHvm1,6,CWHvm1/06,,84130,P,1,Hw,Hw,,,,,,,0
Vancouver,CWHvm1,6,CWHvm1/06,,84130,X,3,Ss,Ss,35,,,,,,0
Vancouver,CWHvm1,7,CWHvm1/07,,84131,X,0,Act,Act,41,900,,,,,0
Vancouver,CWHvm1,7,CWHvm1/07,,84131,X,0,Dr,Dr,41,900,,,,,0
Vancouver,CWHvm1,7,CWHvm1/07,,84131,X,0,Mb,Mb,16,41,900,,,,0
Vancouver,CWHvm1,7,CWHvm1/07,,84131,P,1,Ba,Ba,47,,,,,,0
Vancouver,CWHvm1,7,CWHvm1/07,,84131,P,1,Cw,Cw,,,,,,,0
Vancouver,CWHvm1,7,CWHvm1/07,,84131,P,1,Fd,Fd,1,9,23,,,,0
Vancouver,CWHvm1,7,CWHvm1/07,,84131,P,2,Hw,Hw,2,,,,,,0
Vancouver,CWHvm1,7,CWHvm1/07,,84131,A,2,Ss,Ss,35,,,,,,0
Vancouver,CWHvm1,8,CWHvm1/08,,84132,X,0,Act,Act,41,900,,,,,0
Vancouver,CWHvm1,8,CWHvm1/08,,84132,X,0,Dr,Dr,41,900,,,,,0
Vancouver,CWHvm1,8,CWHvm1/08,,84132,P,1,Ba,Ba,47,,,,,,0
Vancouver,CWHvm1,8,CWHvm1/08,,84132,P,1,Cw,Cw,,,,,,,0
Vancouver,CWHvm1,8,CWHvm1/08,,84132,P,2,Hw,Hw,2,,,,,,0
Vancouver,CWHvm1,8,CWHvm1/08,,84132,A,2,Ss,Ss,35,,,,,,0
Vancouver,CWHvm1,9,CWHvm1/09,,84133,X,0,Act,Act,41,900,,,,,0
Vancouver,CWHvm1,9,CWHvm1/09,,84133,X,0,Dr,Dr,41,900,,,,,0
Vancouver,CWHvm1,9,CWHvm1/09,,84133,X,0,Mb,Mb,16,41,900,,,,0
Vancouver,CWHvm1,9,CWHvm1/09,,84133,P,1,Ba,Ba,47,,,,,,0
Vancouver,CWHvm1,9,CWHvm1/09,,84133,P,1,Cw,Cw,,,,,,,0
Vancouver,CWHvm1,9,CWHvm1/09,,84133,P,2,Hw,Hw,,,,,,,0
Vancouver,CWHvm1,9,CWHvm1/09,,84133,X,3,Ss,Ss,35,,,,,,0
Vancouver,CWHvm1,10,CWHvm1/10,,84134,X,0,Act,Act,41,900,,,,,0
Vancouver,CWHvm1,10,CWHvm1/10,,84134,X,0,Dr,Dr,41,900,,,,,0
Vancouver,CWHvm1,10,CWHvm1/10,,84134,X,0,Mb,Mb,16,41,900,,,,0
Vancouver,CWHvm1,10,CWHvm1/10,,84134,A,2,Ba,Ba,1,,,,,,0
Vancouver,CWHvm1,10,CWHvm1/10,,84134,P,2,Cw,Cw,1,,,,,,0
Vancouver,CWHvm1,10,CWHvm1/10,,84134,A,3,Ss,Ss,1,35,,,,,0
Vancouver,CWHvm1,11,CWHvm1/11,,999,X,0,Act,Act,901,,,,,,0
Vancouver,CWHvm1,11,CWHvm1/11,,999,X,0,Dr,Dr,901,,,,,,0
Vancouver,CWHvm1,11,CWHvm1/11,,999,X,0,Mb,Mb,901,,,,,,0
Vancouver,CWHvm1,11,CWHvm1/11,,999,X,1,X,No Conifers,,,,,,,0
Vancouver,CWHvm1,12,CWHvm1/12,,84135,X,0,Dr,Dr,901,,,,,,0
Vancouver,CWHvm1,12,CWHvm1/12,,84135,P,1,Cw,Cw,1,,,,,,0
Vancouver,CWHvm1,12,CWHvm1/12,,84135,P,1,Hw,Hw,1,,,,,,0
Vancouver,CWHvm1,12,CWHvm1/12,,84135,P,1,Yc,Yc,1,,,,,,0
Vancouver,CWHvm1,12,CWHvm1/12,,84135,A,2,Pl,Pl,1,,,,,,0
Vancouver,CWHvm1,12,CWHvm1/12,,84135,X,3,Hm,Hm,1,,,,,,0
Vancouver,CWHvm1,13*,CWHvm1/13,NonProd,84136,P,1,Pl,Pl,1,,,,,,0
Vancouver,CWHvm1,13*,CWHvm1/13,NonProd,84136,A,3,Cw,Cw,1,,,,,,0
Vancouver,CWHvm1,14,CWHvm1/14,,84137,X,0,Act,Act,901,,,,,,0
Vancouver,CWHvm1,14,CWHvm1/14,,84137,X,0,Dr,Dr,901,,,,,,0
Vancouver,CWHvm1,14,CWHvm1/14,,84137,X,0,Mb,Mb,901,,,,,,0
Vancouver,CWHvm1,14,CWHvm1/14,,84137,P,1,Cw,Cw,1,,,,,,0
Vancouver,CWHvm1,14,CWHvm1/14,,84137,A,3,Hw,Hw,1,,,,,,0
Vancouver,CWHvm1,14,CWHvm1/14,,84137,X,3,Pl,Pl,53,,,,,,0
Vancouver,CWHvm1,14,CWHvm1/14,,84137,A,3,Ss,Ss,1,35,,,,,0
Vancouver,CWHvm2,1,CWHvm2/01,,84138,P,1,Ba,Ba,47,,,,,,0
Vancouver,CWHvm2,1,CWHvm2/01,,84138,P,1,Fd,Fd,1,9,23,,,,0
Vancouver,CWHvm2,1,CWHvm2/01,,84138,P,1,Hw,Hw,,,,,,,0
Vancouver,CWHvm2,1,CWHvm2/01,,84138,P,2,Cw,Cw,,,,,,,0
Vancouver,CWHvm2,1,CWHvm2/01,,84138,A,2,Ss,Ss,7,15,35,,,,0
Vancouver,CWHvm2,1,CWHvm2/01,,84138,P,2,Yc,Yc,,,,,,,0
Vancouver,CWHvm2,1,CWHvm2/01,,84138,X,3,Hm,Hm,13,,,,,,0
Vancouver,CWHvm2,1,CWHvm2/01,,84138CC,P,1,Ba,Ba,47,,,,,,0
Vancouver,CWHvm2,1,CWHvm2/01,,84138CC,P,1,Cw,Cw,14,,,,,,0
Vancouver,CWHvm2,1,CWHvm2/01,,84138CC,P,1,Hw,Hw,,,,,,,0
Vancouver,CWHvm2,1,CWHvm2/01,,84138CC,A,2,Fd,Fd,1,9,14,,,,0
Vancouver,CWHvm2,1,CWHvm2/01,,84138CC,A,3,Hm,Hm,13,,,,,,0
Vancouver,CWHvm2,1,CWHvm2/01,,84138CC,A,3,Ss,Ss,15,,,,,,0
Vancouver,CWHvm2,1,CWHvm2/01,,84138CC,A,3,Yc,Yc,13,,,,,,0
Vancouver,CWHvm2,02*,CWHvm2/02,NonProd,84139,P,1,Pl,Pl,,,,,,,0
Vancouver,CWHvm2,02*,CWHvm2/02,NonProd,84139,P,2,Cw,Cw,,,,,,,0
Vancouver,CWHvm2,2,CWHvm2/02,,84139,P,2,Fd,Fd,9,16,,,,,0
Vancouver,CWHvm2,02*,CWHvm2/02,NonProd,84139,A,2,Hw,Hw,,,,,,,0
Vancouver,CWHvm2,02*,CWHvm2/02,NonProd,84139,P,2,Yc,Yc,,,,,,,0
Vancouver,CWHvm2,02*,CWHvm2/02,NonProd,84139,X,3,Hm,Hm,13,,,,,,0
Vancouver,CWHvm2,3,CWHvm2/03,,84140,P,1,Cw,Cw,,,,,,,0
Vancouver,CWHvm2,3,CWHvm2/03,,84140,P,1,Hw,Hw,,,,,,,0
Vancouver,CWHvm2,3,CWHvm2/03,,84140,P,2,Fd,Fd,9,16,,,,,0
Vancouver,CWHvm2,3,CWHvm2/03,,84140,P,2,Yc,Yc,,,,,,,0
Vancouver,CWHvm2,3,CWHvm2/03,,84140,X,3,Hm,Hm,13,,,,,,0
Vancouver,CWHvm2,3,CWHvm2/03,,84140,X,3,Pl,Pl,53,,,,,,0
Vancouver,CWHvm2,3,CWHvm2/03,,84140,A,3,Pw,Pw,16,31,,,,,0
Vancouver,CWHvm2,4,CWHvm2/04,,84141,P,1,Cw,Cw,,,,,,,0
Vancouver,CWHvm2,4,CWHvm2/04,,84141,P,1,Hw,Hw,,,,,,,0
Vancouver,CWHvm2,4,CWHvm2/04,,84141,A,2,Ba,Ba,47,,,,,,0
Vancouver,CWHvm2,4,CWHvm2/04,,84141,P,2,Fd,Fd,9,16,,,,,0
Vancouver,CWHvm2,4,CWHvm2/04,,84141,P,2,Yc,Yc,,,,,,,0
Vancouver,CWHvm2,4,CWHvm2/04,,84141,X,3,Hm,Hm,13,,,,,,0
Vancouver,CWHvm2,4,CWHvm2/04,,84141,A,3,Pw,Pw,16,,,,,,0
Vancouver,CWHvm2,4,CWHvm2/04,,84141,X,3,Ss,Ss,35,,,,,,0
Vancouver,CWHvm2,5,CWHvm2/05,,84142,P,1,Ba,Ba,47,,,,,,0
Vancouver,CWHvm2,5,CWHvm2/05,,84142,P,1,Cw,Cw,,,,,,,0
Vancouver,CWHvm2,5,CWHvm2/05,,84142,A,1,Fd,Fd,1,9,23,,,,0
Vancouver,CWHvm2,5,CWHvm2/05,,84142,P,2,Hw,Hw,,,,,,,0
Vancouver,CWHvm2,5,CWHvm2/05,,84142,A,2,Ss,Ss,15,35,,,,,0
Vancouver,CWHvm2,5,CWHvm2/05,,84142,P,2,Yc,Yc,,,,,,,0
Vancouver,CWHvm2,5,CWHvm2/05,,84142,X,3,Hm,Hm,13,,,,,,0
Vancouver,CWHvm2,6,CWHvm2/06,,84143,P,1,Ba,Ba,47,,,,,,0
Vancouver,CWHvm2,6,CWHvm2/06,,84143,P,1,Cw,Cw,,,,,,,0
Vancouver,CWHvm2,6,CWHvm2/06,,84143,X,1,Fd,Fd,1,9,23,,,,0
Vancouver,CWHvm2,6,CWHvm2/06,,84143,P,1,Hw,Hw,,,,,,,0
Vancouver,CWHvm2,6,CWHvm2/06,,84143,P,2,Yc,Yc,,,,,,,0
Vancouver,CWHvm2,6,CWHvm2/06,,84143,X,3,Hm,Hm,13,,,,,,0
Vancouver,CWHvm2,6,CWHvm2/06,,84143,X,3,Ss,Ss,7,,,,,,0
Vancouver,CWHvm2,7,CWHvm2/07,,84144,P,1,Ba,Ba,47,,,,,,0
Vancouver,CWHvm2,7,CWHvm2/07,,84144,P,1,Cw,Cw,,,,,,,0
Vancouver,CWHvm2,7,CWHvm2/07,,84144,X,1,Fd,Fd,1,9,23,,,,0
Vancouver,CWHvm2,7,CWHvm2/07,,84144,P,2,Hw,Hw,2,,,,,,0
Vancouver,CWHvm2,7,CWHvm2/07,,84144,A,2,Ss,Ss,15,35,,,,,0
Vancouver,CWHvm2,7,CWHvm2/07,,84144,P,2,Yc,Yc,,,,,,,0
Vancouver,CWHvm2,7,CWHvm2/07,,84144,X,3,Hm,Hm,13,,,,,,0
Vancouver,CWHvm2,8,CWHvm2/08,,84145,P,1,Ba,Ba,47,,,,,,0
Vancouver,CWHvm2,8,CWHvm2/08,,84145,P,1,Cw,Cw,14,,,,,,0
Vancouver,CWHvm2,8,CWHvm2/08,,84145,P,2,Hw,Hw,2,30,,,,,0
Vancouver,CWHvm2,8,CWHvm2/08,,84145,A,2,Ss,Ss,30,35,,,,,0
Vancouver,CWHvm2,8,CWHvm2/08,,84145,P,2,Yc,Yc,,,,,,,0
Vancouver,CWHvm2,8,CWHvm2/08,,84145,X,3,Hm,Hm,13,,,,,,0
Vancouver,CWHvm2,9,CWHvm2/09,,84146,A,1,Ba,Ba,47,,,,,,0
Vancouver,CWHvm2,9,CWHvm2/09,,84146,P,1,Cw,Cw,1,,,,,,0
Vancouver,CWHvm2,9,CWHvm2/09,,84146,P,1,Hw,Hw,1,,,,,,0
Vancouver,CWHvm2,9,CWHvm2/09,,84146,P,1,Yc,Yc,1,,,,,,0
Vancouver,CWHvm2,9,CWHvm2/09,,84146,A,2,Hm,Hm,13,,,,,,0
Vancouver,CWHvm2,9,CWHvm2/09,,84146,X,3,Pl,Pl,1,,,,,,0
Vancouver,CWHvm2,10*,CWHvm2/10,NonProd,84147,P,1,Pl,Pl,1,,,,,,0
Vancouver,CWHvm2,10*,CWHvm2/10,NonProd,84147,P,1,Yc,Yc,1,,,,,,0
Vancouver,CWHvm2,10*,CWHvm2/10,NonProd,84147,A,2,Hm,Hm,,,,,,,0
Vancouver,CWHvm2,11,CWHvm2/11,,84148,P,1,Cw,Cw,1,,,,,,0
Vancouver,CWHvm2,11,CWHvm2/11,,84148,P,1,Yc,Yc,1,,,,,,0
Vancouver,CWHvm2,11,CWHvm2/11,,84148,X,3,Hm,Hm,13,53,,,,,0
Vancouver,CWHvm2,11,CWHvm2/11,,84148,A,3,Hw,Hw,1,,,,,,0
Vancouver,CWHvm2,11,CWHvm2/11,,84148,X,3,Ss,Ss,1,15,35,,,,0
Vancouver,CWHwh1,1,CWHwh1/01,,84149,X,0,Dr,Dr,7,25,48,900,,,0
Vancouver,CWHwh1,1,CWHwh1/01,,84149,P,1,Hw,Hw,,,,,,,0
Vancouver,CWHwh1,1,CWHwh1/01,,84149,P,1,Ss,Ss,26,,,,,,0
Vancouver,CWHwh1,1,CWHwh1/01,,84149,P,2,Cw,Cw,36,,,,,,0
Vancouver,CWHwh1,2,CWHwh1/02,,84150,X,0,Dr,Dr,901,,,,,,0
Vancouver,CWHwh1,2,CWHwh1/02,,84150,P,1,Cw,Cw,,,,,,,0
Vancouver,CWHwh1,2,CWHwh1/02,,84150,P,1,Hw,Hw,,,,,,,0
Vancouver,CWHwh1,2,CWHwh1/02,,84150,X,3,Pl,Pl,53,,,,,,0
Vancouver,CWHwh1,2,CWHwh1/02,,84150,A,3,Ss,Ss,,,,,,,0
Vancouver,CWHwh1,3,CWHwh1/03,,84151,X,0,Dr,Dr,48,900,,,,,0
Vancouver,CWHwh1,3,CWHwh1/03,,84151,P,1,Cw,Cw,,,,,,,0
Vancouver,CWHwh1,3,CWHwh1/03,,84151,P,1,Ss,Ss,,,,,,,0
Vancouver,CWHwh1,3,CWHwh1/03,,84151,P,1,Yc,Yc,13,,,,,,0
Vancouver,CWHwh1,3,CWHwh1/03,,84151,A,2,Hw,Hw,2,,,,,,0
Vancouver,CWHwh1,4,CWHwh1/04,,84152,X,0,Dr,Dr,7,41,48,900,,,0
Vancouver,CWHwh1,4,CWHwh1/04,,84152,P,1,Cw,Cw,,,,,,,0
Vancouver,CWHwh1,4,CWHwh1/04,,84152,P,1,Hw,Hw,,,,,,,0
Vancouver,CWHwh1,4,CWHwh1/04,,84152,P,1,Yc,Yc,13,,,,,,0
Vancouver,CWHwh1,4,CWHwh1/04,,84152,X,3,Pl,Pl,25,,,,,,0
Vancouver,CWHwh1,4,CWHwh1/04,,84152,X,3,Ss,Ss,25,,,,,,0
Vancouver,CWHwh1,5,CWHwh1/05,,84153,X,0,Dr,Dr,48,900,,,,,0
Vancouver,CWHwh1,5,CWHwh1/05,,84153,P,1,Cw,Cw,,,,,,,0
Vancouver,CWHwh1,5,CWHwh1/05,,84153,P,1,Ss,Ss,,,,,,,0
Vancouver,CWHwh1,5,CWHwh1/05,,84153,A,2,Hw,Hw,2,,,,,,0
Vancouver,CWHwh1,6,CWHwh1/06,,84154,X,0,Dr,Dr,41,48,900,,,,0
Vancouver,CWHwh1,6,CWHwh1/06,,84154,P,1,Cw,Cw,1,,,,,,0
Vancouver,CWHwh1,6,CWHwh1/06,,84154,P,1,Ss,Ss,1,,,,,,0
Vancouver,CWHwh1,6,CWHwh1/06,,84154,P,1,Yc,Yc,13,,,,,,0
Vancouver,CWHwh1,6,CWHwh1/06,,84154,A,2,Hw,Hw,2,,,,,,0
Vancouver,CWHwh1,6,CWHwh1/06,,84154,X,3,Hm,Hm,13,,,,,,0
Vancouver,CWHwh1,7,CWHwh1/07,,84155,X,0,Dr,Dr,41,48,900,,,,0
Vancouver,CWHwh1,7,CWHwh1/07,,84155,P,1,Cw,Cw,,,,,,,0
Vancouver,CWHwh1,7,CWHwh1/07,,84155,P,1,Ss,Ss,,,,,,,0
Vancouver,CWHwh1,7,CWHwh1/07,,84155,X,3,Hw,Hw,,,,,,,0
Vancouver,CWHwh1,8,CWHwh1/08,,84156,X,0,Dr,Dr,41,48,900,,,,0
Vancouver,CWHwh1,8,CWHwh1/08,,84156,P,1,Ss,Ss,1,,,,,,0
Vancouver,CWHwh1,8,CWHwh1/08,,84156,P,2,Cw,Cw,1,,,,,,0
Vancouver,CWHwh1,9,CWHwh1/09,,999,X,0,Dr,Dr,901,,,,,,0
Vancouver,CWHwh1,9,CWHwh1/09,,999,X,1,X,No Conifers,,,,,,,0
Vancouver,CWHwh1,10,CWHwh1/10,,84157,X,0,Dr,Dr,901,,,,,,0
Vancouver,CWHwh1,10,CWHwh1/10,,84157,P,1,Cw,Cw,1,,,,,,0
Vancouver,CWHwh1,10,CWHwh1/10,,84157,X,3,Hm,Hm,13,,,,,,0
Vancouver,CWHwh1,10,CWHwh1/10,,84157,X,3,Hw,Hw,1,,,,,,0
Vancouver,CWHwh1,10,CWHwh1/10,,84157,A,3,Pl,Pl,1,,,,,,0
Vancouver,CWHwh1,10,CWHwh1/10,,84157,X,3,Ss,Ss,,,,,,,0
Vancouver,CWHwh1,10,CWHwh1/10,,84157,A,3,Yc,Yc,1,,,,,,0
Vancouver,CWHwh1,11*,CWHwh1/11,NonProd,84158,P,1,Pl,Pl,1,,,,,,0
Vancouver,CWHwh1,11*,CWHwh1/11,NonProd,84158,A,3,Cw,Cw,1,,,,,,0
Vancouver,CWHwh1,11*,CWHwh1/11,NonProd,84158,A,3,Yc,Yc,1,,,,,,0
Vancouver,CWHwh1,12,CWHwh1/12,,84159,X,0,Dr,Dr,901,,,,,,0
Vancouver,CWHwh1,12,CWHwh1/12,,84159,P,1,Cw,Cw,1,,,,,,0
Vancouver,CWHwh1,12,CWHwh1/12,,84159,X,3,Hw,Hw,1,,,,,,0
Vancouver,CWHwh1,12,CWHwh1/12,,84159,X,3,Pl,Pl,1,,,,,,0
Vancouver,CWHwh1,12,CWHwh1/12,,84159,A,3,Ss,Ss,1,,,,,,0
Vancouver,CWHwh1,12,CWHwh1/12,,84159,A,3,Yc,Yc,1,,,,,,0
Vancouver,CWHwh1,13*,CWHwh1/13,NonProd,84160,X,0,Dr,Dr,901,,,,,,0
Vancouver,CWHwh1,13*,CWHwh1/13,NonProd,84160,P,1,Ss,Ss,,,,,,,0
Vancouver,CWHwh1,13*,CWHwh1/13,NonProd,84160,A,3,Cw,Cw,,,,,,,0
Vancouver,CWHwh1,13*,CWHwh1/13,NonProd,84160,X,3,Hw,Hw,,,,,,,0
Vancouver,CWHwh1,13*,CWHwh1/13,NonProd,84160,A,3,Pl,Pl,,,,,,,0
Vancouver,CWHwh1,14,CWHwh1/14,,84161,X,0,Dr,Dr,901,,,,,,0
Vancouver,CWHwh1,14,CWHwh1/14,,84161,P,1,Ss,Ss,,,,,,,0
Vancouver,CWHwh1,14,CWHwh1/14,,84161,A,3,Cw,Cw,,,,,,,0
Vancouver,CWHwh1,14,CWHwh1/14,,84161,A,3,Hw,Hw,,,,,,,0
Vancouver,CWHwh1,15*,CWHwh1/15,NonProd,84162,X,0,Dr,Dr,901,,,,,,0
Vancouver,CWHwh1,15*,CWHwh1/15,NonProd,84162,P,1,Ss,Ss,,,,,,,0
Vancouver,CWHwh1,15*,CWHwh1/15,NonProd,84162,A,3,Cw,Cw,,,,,,,0
Vancouver,CWHwh1,15*,CWHwh1/15,NonProd,84162,X,3,Hw,Hw,,,,,,,0
Vancouver,CWHwh1,15*,CWHwh1/15,NonProd,84162,A,3,Pl,Pl,,,,,,,0
Vancouver,CWHwh1,16,CWHwh1/16,,84163,X,0,Dr,Dr,901,,,,,,0
Vancouver,CWHwh1,16,CWHwh1/16,,84163,P,1,Ss,Ss,,,,,,,0
Vancouver,CWHwh1,16,CWHwh1/16,,84163,P,2,Cw,Cw,,,,,,,0
Vancouver,CWHwh1,16,CWHwh1/16,,84163,A,2,Hw,Hw,,,,,,,0
Vancouver,CWHwh1,17*,CWHwh1/17,NonProd,84164,P,1,Ss,Ss,1,,,,,,0
Vancouver,CWHwh1,17*,CWHwh1/17,NonProd,84164,A,3,Cw,Cw,1,,,,,,0
Vancouver,CWHwh1,17*,CWHwh1/17,NonProd,84164,A,3,Hw,Hw,,,,,,,0
Vancouver,CWHwh1,18*,CWHwh1/18,NonProd,84165,P,1,Ss,Ss,1,,,,,,0
Vancouver,CWHwh2,1,CWHwh2/01,,84166,P,1,Hw,Hw,,,,,,,0
Vancouver,CWHwh2,1,CWHwh2/01,,84166,P,2,Ss,Ss,14,,,,,,0
Vancouver,CWHwh2,1,CWHwh2/01,,84166,A,3,Cw,Cw,,,,,,,0
Vancouver,CWHwh2,1,CWHwh2/01,,84166,X,3,Hm,Hm,13,,,,,,0
Vancouver,CWHwh2,1,CWHwh2/01,,84166,A,3,Yc,Yc,,,,,,,0
Vancouver,CWHwh2,2,CWHwh2/02,,84167,P,1,Cw,Cw,,,,,,,0
Vancouver,CWHwh2,2,CWHwh2/02,,84167,P,1,Hw,Hw,,,,,,,0
Vancouver,CWHwh2,2,CWHwh2/02,,84167,P,1,Yc,Yc,,,,,,,0
Vancouver,CWHwh2,2,CWHwh2/02,,84167,X,3,Hm,Hm,,,,,,,0
Vancouver,CWHwh2,2,CWHwh2/02,,84167,X,3,Ss,Ss,14,,,,,,0
Vancouver,CWHwh2,3,CWHwh2/03,,84168,P,1,Cw,Cw,,,,,,,0
Vancouver,CWHwh2,3,CWHwh2/03,,84168,P,1,Hw,Hw,,,,,,,0
Vancouver,CWHwh2,3,CWHwh2/03,,84168,P,1,Yc,Yc,,,,,,,0
Vancouver,CWHwh2,3,CWHwh2/03,,84168,A,2,Ss,Ss,14,,,,,,0
Vancouver,CWHwh2,4,CWHwh2/04,,84169,P,1,Cw,Cw,1,,,,,,0
Vancouver,CWHwh2,4,CWHwh2/04,,84169,P,1,Hw,Hw,1,,,,,,0
Vancouver,CWHwh2,4,CWHwh2/04,,84169,P,1,Yc,Yc,1,,,,,,0
Vancouver,CWHwh2,4,CWHwh2/04,,84169,A,2,Ss,Ss,1,14,,,,,0
Vancouver,CWHwh2,05*,CWHwh2/05,NonProd,84170,P,1,Yc,Yc,1,,,,,,0
Vancouver,CWHwh2,05*,CWHwh2/05,NonProd,84170,A,3,Cw,Cw,1,,,,,,0
Vancouver,CWHwh2,05*,CWHwh2/05,NonProd,84170,X,3,Hm,Hm,1,,,,,,0
Vancouver,CWHwh2,05*,CWHwh2/05,NonProd,84170,A,3,Hw,Hw,1,,,,,,0
Vancouver,CWHwh2,05*,CWHwh2/05,NonProd,84170,X,3,Ss,Ss,14,,,,,,0
Vancouver,CWHwh2,6,CWHwh2/06,,84171,P,1,Yc,Yc,1,,,,,,0
Vancouver,CWHwh2,6,CWHwh2/06,,84171,A,3,Cw,Cw,1,,,,,,0
Vancouver,CWHwh2,6,CWHwh2/06,,84171,X,3,Hm,Hm,1,,,,,,0
Vancouver,CWHwh2,6,CWHwh2/06,,84171,A,3,Hw,Hw,1,,,,,,0
Vancouver,CWHwh2,6,CWHwh2/06,,84171,X,3,Ss,Ss,1,,,,,,0
Vancouver,CWHws2,1,CWHws2/01,,84172,X,0,Act,Act,901,,,,,,0
Vancouver,CWHws2,1,CWHws2/01,,84172,X,0,Dr,Dr,901,,,,,,0
Vancouver,CWHws2,1,CWHws2/01,,84172,X,0,Ep,Ep,901,,,,,,0
Vancouver,CWHws2,1,CWHws2/01,,84172,P,1,Ba,Ba,47,,,,,,0
Vancouver,CWHws2,1,CWHws2/01,,84172,P,1,Bl,Bl,12,47,,,,,0
Vancouver,CWHws2,1,CWHws2/01,,84172,P,1,Hw,Hw,,,,,,,0
Vancouver,CWHws2,1,CWHws2/01,,84172,P,2,Cw,Cw,,,,,,,0
Vancouver,CWHws2,1,CWHws2/01,,84172,A,2,Pl,Pl,,,,,,,0
Vancouver,CWHws2,1,CWHws2/01,,84172,A,2,Ss,Sxs,35,,,,,,0
Vancouver,CWHws2,1,CWHws2/01,,84172,X,3,Hm,Hm,13,53,,,,,0
Vancouver,CWHws2,02*,CWHws2/02,NonProd,84173,X,0,Ep,Ep,901,,,,,,0
Vancouver,CWHws2,02*,CWHws2/02,NonProd,84173,P,1,Pl,Pl,,,,,,,0
Vancouver,CWHws2,02*,CWHws2/02,NonProd,84173,A,3,Cw,Cw,,,,,,,0
Vancouver,CWHws2,02*,CWHws2/02,NonProd,84173,A,3,Hw,Hw,30,,,,,,0
Vancouver,CWHws2,3,CWHws2/03,,84174,X,0,Act,Act,901,,,,,,0
Vancouver,CWHws2,3,CWHws2/03,,84174,X,0,Dr,Dr,901,,,,,,0
Vancouver,CWHws2,3,CWHws2/03,,84174,X,0,Ep,Ep,901,,,,,,0
Vancouver,CWHws2,3,CWHws2/03,,84174,P,1,Fd,Fd,9,14,,,,,0
Vancouver,CWHws2,3,CWHws2/03,,84174,P,1,Hw,Hw,,,,,,,0
Vancouver,CWHws2,3,CWHws2/03,,84174,P,1,Pl,Pl,,,,,,,0
Vancouver,CWHws2,3,CWHws2/03,,84174,P,2,Cw,Cw,,,,,,,0
Vancouver,CWHws2,3,CWHws2/03,,84174,X,3,Hm,Hm,13,53,,,,,0
Vancouver,CWHws2,4,CWHws2/04,,84175,X,0,Act,Act,901,,,,,,0
Vancouver,CWHws2,4,CWHws2/04,,84175,X,0,Dr,Dr,901,,,,,,0
Vancouver,CWHws2,4,CWHws2/04,,84175,X,0,Ep,Ep,901,,,,,,0
Vancouver,CWHws2,4,CWHws2/04,,84175,P,1,Ba,Ba,47,,,,,,0
Vancouver,CWHws2,4,CWHws2/04,,84175,P,1,Bl,Bl,12,47,,,,,0
Vancouver,CWHws2,4,CWHws2/04,,84175,P,1,Cw,Cw,,,,,,,0
Vancouver,CWHws2,4,CWHws2/04,,84175,A,2,Hw,Hw,,,,,,,0
Vancouver,CWHws2,4,CWHws2/04,,84175,A,2,Ss,Sxs,35,,,,,,0
Vancouver,CWHws2,4,CWHws2/04,,84175,X,3,Hm,Hm,13,53,,,,,0
Vancouver,CWHws2,5,CWHws2/05,,84176,X,0,Act,Act,901,,,,,,0
Vancouver,CWHws2,5,CWHws2/05,,84176,X,0,Dr,Dr,901,,,,,,0
Vancouver,CWHws2,5,CWHws2/05,,84176,X,0,Ep,Ep,901,,,,,,0
Vancouver,CWHws2,5,CWHws2/05,,84176,P,1,Ba,Ba,47,,,,,,0
